MaxReturn,AverageReturn,Itr,AverageDiscountedReturn,Average reward, ,PolicyExecTime,EnvExecTime,StdReturn,[41m min Diff latency,MinReturn,Average latency,NumTrajs,Average greedy latency,
-5.30276121412815,-8.582155571264533,0,-7.89515884405936,-8.582155571264533,0.31195998191833496,0.05960726737976074,1.1454746306943038,305.47642092[0m,-12.376898999473587,1204.65538238,1000,899.1789614620208
-2.663995975548458,-5.8150165678615755,1,-5.381376392847462,-5.8150165678615755,0.3145139217376709,0.05458950996398926,1.192230370279723,57.67697297[0m,-10.170190702760651,853.91473035,1000,796.2377573818479
-2.8062735911493744,-5.799788432063614,2,-5.368804610395346,-5.799788432063614,0.3126959800720215,0.05547046661376953,1.1972509636745539,53.03351648[0m,-11.1764257276839,849.27127386,1000,796.2377573818479
-4.8276732167073355,-7.656692689344695,3,-7.073097691546563,-7.656692689344695,0.3096587657928467,0.057779550552368164,1.1276319706551265,53.03351648[0m,-10.85265105451513,1080.45378279,1000,827.8765279039657
-2.734986147068108,-5.7769082633894415,4,-5.34459284873714,-5.7769082633894415,0.31908726692199707,0.05535697937011719,1.1254216306062568,51.22974682[0m,-9.451751310319898,847.46750421,1000,796.2377573818479
-2.5287883245124685,-5.79060250888158,5,-5.358695910903907,-5.79060250888158,0.3043398857116699,0.05486321449279785,1.1407090544743668,51.22974682[0m,-10.725442095466029,851.22758643,1000,796.2377573818479
-5.092157728422435,-8.128218377945522,6,-7.555627087969591,-8.128218377945522,0.3103969097137451,0.05757641792297363,1.1462507028846618,51.22974682[0m,-12.389661715782958,1153.06369277,1000,882.3567571518762
-4.864862810567627,-8.151767086759332,7,-7.576344807520438,-8.15176708675933,0.3127262592315674,0.05695080757141113,1.1903851229602398,51.22974682[0m,-12.418406192436656,1157.26422174,1000,882.3567571518762
-3.095185652230682,-5.8847912742272275,8,-5.442388642587188,-5.884791274227228,0.3062865734100342,0.05625295639038086,1.15204934017465,51.22974682[0m,-10.78991390138773,854.47419024,1000,784.7890609698977
-4.882394156118577,-8.139471058697374,9,-7.564224614529663,-8.139471058697374,0.30455946922302246,0.056501150131225586,1.171139567137823,51.22974682[0m,-12.342519873684022,1154.21131183,1000,882.3567571518762
-5.472844869643892,-8.543948126374719,10,-7.862081493472571,-8.543948126374719,0.29869842529296875,0.05962514877319336,1.1722101147451356,51.22974682[0m,-12.570512024142717,1198.87290703,1000,899.1789614620208
-2.6932972957065022,-5.82145534010757,11,-5.387747602506028,-5.82145534010757,0.30301713943481445,0.061049461364746094,1.1158253721700993,51.22974682[0m,-9.2487412246038,853.37709144,1000,796.2377573818479
