AverageReturn,MinReturn,NumTrajs,StdReturn,iteration,Average reward, ,Average latency,,MaxReturn,AverageDiscountedReturn
-7.313906194117041,-11.36239117907199,2000,1.1802583321545714,0,-0.36367117651050407,1033.4714,-3.7213323532711216,-6.746822232047018
-7.299642979998207,-11.090306344755879,2000,1.1523415216354675,1,-0.3631097944131032,1033.1848,-4.058163793007229,-6.735213638587976
-7.289967887467237,-13.380614556917857,2000,1.1758007141321194,2,-0.3631097944131032,1033.1848,-4.278174835244486,-6.725098746880701
-7.297549223588635,-11.31800302758084,2000,1.1465884694499908,3,-0.3631097944131032,1033.1848,-4.127340214572635,-6.733007304359078
-7.308794412941801,-11.739343694574423,2000,1.1450340965703958,4,-0.3631097944131032,1033.1848,-4.106428713491588,-6.742855113525873
-7.304735920351516,-11.108348010805788,2000,1.1569410390472668,5,-0.3631097944131032,1033.1848,-4.1172388562244295,-6.739608158176183
-7.312786895154188,-11.517224543116335,2000,1.1524368566067353,6,-0.3631097944131032,1033.1848,-4.269690592263629,-6.74628688142645
-7.3318675984003745,-11.710933626089403,2000,1.1466696106735195,7,-0.3631097944131032,1033.1848,-4.18523531668611,-6.764538177275944
-7.2911299757807555,-12.478139721228292,2000,1.1572443399628498,8,-0.3629266018980284,1032.1259,-4.2209105751083715,-6.727720877643047
-7.316682943279593,-10.85818904508783,2000,1.155331636546553,9,-0.3629266018980284,1032.1259,-4.106539108201534,-6.7506965445818405
