AverageDiscountedReturn,Average reward, ,StdReturn,Average latency,,iteration,AverageReturn,MaxReturn,MinReturn,NumTrajs
-6.66703758796785,-0.358999012008705,1.2030650387321256,1022.0672,0,-7.2279336028085135,-3.9968821169423934,-11.478141789119082,2000
-6.814931673407235,-0.358999012008705,1.173797240828354,1022.0672,1,-7.382871732829071,-4.095669801241659,-11.637797039970918,2000
-6.68818113431247,-0.358999012008705,1.209652804205275,1022.0672,2,-7.2512842878493196,-3.888975677896643,-11.736330446445168,2000
-6.669199881819366,-0.35871709266843776,1.2191087623875032,1020.7125,3,-7.231779377570347,-3.872932656724759,-11.632221518650239,2000
-6.819327054620318,-0.35871709266843776,1.1426180201652898,1020.7125,4,-7.385801494160169,-4.005446538524977,-11.465437179841528,2000
-6.84885261246956,-0.35871709266843776,1.146454806041908,1020.7125,5,-7.419018585642887,-3.9671704613522456,-11.778210055915675,2000
-6.646015852391951,-0.35871709266843776,1.1983962532486463,1020.7125,6,-7.204963198108644,-4.105265579836764,-11.426146962033487,2000
-6.675533464706418,-0.35871709266843776,1.2060826094215273,1020.7125,7,-7.237411461911775,-4.137216359706182,-12.13482357118149,2000
-6.7984493549351885,-0.35871709266843776,1.158859963002522,1020.7125,8,-7.362798859228802,-4.435747544550518,-11.447434070380462,2000
-6.645536254912003,-0.35871709266843776,1.1842836112193802,1020.7125,9,-7.204293597319806,-4.005545799965875,-12.074751087197972,2000
